BIOBASE accession	HGNC	Illumina	
GN000052101	NME6	0001850184;ILMN_1768279;ILMN_2229032	
GN000000532	EEF1B2	0001400736;0006450139;ILMN_3241798;ILMN_2318725;ILMN_1701930;ILMN_3240306;ILMN_1694587;ILMN_1790271;ILMN_1685678	
GN000129272	FAM41C	0103610347;ILMN_1728059	
GN000159438	BACE2	0006420019;0106660411;ILMN_1669323;ILMN_2326712	
GN000058582	UPF2	0000580450;0000580440;0002850372;ILMN_1679417;ILMN_2383693;ILMN_1796305;ILMN_1739283	
GN000108879	FBXW12	0005050184;ILMN_1674756	
GN000161775	TMEM109	0002900253;ILMN_2092756;ILMN_1726683	
GN000043877	RIT2	0006660377;ILMN_1796673	
GN000085345	XIRP2	0000770138;ILMN_1705865	
GN000199006	C18orf12	0002940154;ILMN_3179127;ILMN_1869651	
GN000129296	COX11P1	ILMN_2154555;ILMN_1651486	
GN000000512	DBT	0001400441;0106290563;ILMN_1887403;ILMN_1714990	
GN000058954	BABAM1	0000540546;ILMN_2396813;ILMN_1806937	
GN000165986	SEMA6B	0002340451;0004610687;ILMN_1689020;ILMN_2360988;ILMN_1712914	
GN000162440	ZNF559	0006020102;ILMN_1677785	
GN000297287	C20orf181	ILMN_3194711;ILMN_1821228	
GN000159804	RLIM	0005290309;0004050538;ILMN_2254182;ILMN_1727789;ILMN_2335109	
GN000156330	SGSM3	ILMN_1679614	
GN000157623	ETFDH	0003440008;ILMN_1758034;ILMN_1778500	
GN000159498	BAZ2B	0001770021;ILMN_3289090;ILMN_1720850;ILMN_3212591	
GN000058905	OSTM1	0001570594;ILMN_1720303	
GN000002007	TYW1	0006020603;ILMN_1736135	
GN000157828	KLRB1	0001410315;ILMN_1789628;ILMN_2079655	
GN000116432	OR10T2	0004120131;ILMN_1724873	
GN000005272	JUND	0006760132;ILMN_1810214	
GN000006955	WWOX	0006760575;0003780390;0005910377;ILMN_1734600;ILMN_2415776;ILMN_1730570;ILMN_1804841;ILMN_1660636	
GN000302888	MIR632	ILMN_3309554	
GN000159440	NIPBL	0006650601;0003940324;0000460008;ILMN_1759062;ILMN_1786377;ILMN_1690136;ILMN_2264625	
GN000010495	UGT1A10	0006760377;ILMN_1740233	
GN000003245	ZNF148	0002570347;ILMN_1689485;ILMN_2143822	
GN000613568	KRTAP9-7	0103360193;ILMN_3304505	
GN000063418	ANKRD2	ILMN_1682547	
GN000165272	MAP1LC3C	ILMN_1711331;ILMN_1715205	
GN000297436	POTEF	ILMN_1814643;ILMN_3235511;ILMN_1735698;ILMN_3241758	
GN000613354	REXO1L1P	0002850717;ILMN_3242842;ILMN_1810639;ILMN_1779713;ILMN_3247818	
GN000160386	MYNN	0006040603;ILMN_1672287;ILMN_2098571	
GN000087803	HMGN2P46	0003060075;ILMN_3307664;ILMN_2372241;ILMN_1693344;ILMN_1696031	
GN000063953	IGDCC4	0002060047;ILMN_2139396;ILMN_1784083	
GN000003740	PLD1	0006760609;ILMN_1719696;ILMN_1759344	
GN000129281	SNORD56B	ILMN_1715396	
GN000051648	DGKI	0107000315;0000430725;ILMN_1718266	
GN000002247	MRPL32	0006590097;ILMN_1749432	
GN000116490	OR4K17	ILMN_2045720;ILMN_1677954	
GN000008809	DNAJC3	0001410717;ILMN_1659843	
GN000001312	ENAM	0002320068;ILMN_1751375	
GN000163229	GALM	0005340288;ILMN_1671482	
GN000128684	NME1-NME2	0006860358;ILMN_1713875;ILMN_1662905	
GN000126091	TRNP1	0001400592;ILMN_1695946	
GN000002759	CCNB1	0000770053;ILMN_1712803	
GN000008905	TP63	0005290471;ILMN_1725560;ILMN_3305055;ILMN_2138801	
GN000156403	ALPP	0004670722;ILMN_1693789	
GN000162267	C1QTNF6	0004920079;0001410072;ILMN_2361181;ILMN_1689102;ILMN_1729288	
GN000049618	CTSV	0002900129;ILMN_1748352	
GN000001512	TP53TG1	ILMN_1658469	
GN000058208	POFUT2	0005900341;ILMN_1701482;ILMN_2376667;ILMN_1775823	
GN000000048	HMBS	0004120138;ILMN_1694476;ILMN_1726306;ILMN_1685954	
GN000050944	SNAP25	0001580102;ILMN_1740555;ILMN_2408080	
GN000160376	PLGRKT	0001090168;ILMN_1709043	
GN000302761	MIR545	ILMN_3308617;ILMN_3308330	
GN000049830	FPR2	0001580750;ILMN_2392569;ILMN_1740875	
GN000154473	HRC	0004010717;ILMN_1738773	
GN000159885	FAM8A1	0002970102;ILMN_1774971;ILMN_1807448	
GN000160194	ANKZF1	0001050739;ILMN_2273796;ILMN_1677487	
GN000007182	POFUT1	0003520066;0003830735;0000360497;ILMN_1782870;ILMN_2247360;ILMN_2276758;ILMN_1802242;ILMN_1776076	
GN000007810	HSF2	0005900750;ILMN_1800311;ILMN_1768495	
GN000158555	CTNNAL1	0000670746;ILMN_2136446;ILMN_1721901	
GN000163845	ZBTB9	0001690079;ILMN_1688853	
GN000008782	STK11	0005050725;ILMN_1751871	
GN000129215	GNG2	0101170504;ILMN_1807925	
GN000160348	ARHGAP12	0001400133;ILMN_2101810;ILMN_1753500	
GN000156663	GUSB	ILMN_1669878	
GN000049992	GSTZ1	0004570551;0004570164;ILMN_2381296;ILMN_1684168;ILMN_1711642	
GN000050264	MAGEA12	0006200008;ILMN_2231003;ILMN_1684607;ILMN_1718107	
GN000616705	ERICH4	0105220133;ILMN_3247438	
GN000005487	RGS5	0005290026;0100360097;ILMN_2082273;ILMN_1651554	
GN000001968	MARCH1	0101690408;ILMN_2094942;ILMN_1681101	
GN000050225	LHB	0000430300;ILMN_1765187	
GN000063429	DDX24	0006400647;ILMN_1700628	
GN000050328	MPP2	0005360193;ILMN_1654217	
GN000002039	CDC37L1	0002470113;ILMN_1661383;ILMN_1764185	
GN000007326	PGAM2	ILMN_1668072	
GN000125088	TRIM61	ILMN_1706265	
GN000049950	GPR4	0000450601;ILMN_1772833;ILMN_2074477	
GN000126177	ZNF833P	ILMN_1771447	
GN000614774	ZCCHC18	ILMN_3214625;ILMN_3275580	
GN000010287	GNB1L	0004070497;ILMN_1761044	
GN000163740	KBTBD3	0002640671;0006900609;ILMN_1769382;ILMN_1743662	
GN000116457	OR4D6	ILMN_1813776	
GN000004248	REN	0000730440;ILMN_1742272	
GN000049536	CNGA2	0006180551;0100460180;ILMN_1659772	
GN000005003	DYNC1I1	0004590037;ILMN_1690397	
GN000001477	CYB561D2	0002810504;ILMN_1738718	
GN000063898	ZSWIM5	0006380301;ILMN_1742069	
GN000898339	PABPC4L	ILMN_3241262	
GN000058651	ZNF658	0003840632;ILMN_1714752;ILMN_1659233;ILMN_1793920;ILMN_1703435;ILMN_2230417	
GN000297503	NANOGP1	ILMN_1678280;ILMN_1731445	
GN000083577	IL27	0002680040;ILMN_1753758	
GN000084065	SVIP	0107100458;ILMN_3243204	
GN000540708	MIR505	ILMN_3310381	
GN000157475	LYST	0004480020;ILMN_1675956;ILMN_1669031;ILMN_1663131;ILMN_1799951	
GN000199071	NBPF4	0001780458;ILMN_1747269	
GN000007545	TLR4	0003360193;ILMN_1706217	
GN000550409	NPR3	0000060047;ILMN_1769556;ILMN_1665033	
GN000162179	TMEM14B	0003710093;ILMN_1685258	
GN000000874	RNASE4	0005130040;0002570286;ILMN_2408572;ILMN_2239408;ILMN_1776602;ILMN_1804832	
GN000006510	GRAP	0000430687;ILMN_1802963;ILMN_2353030;ILMN_2264011;ILMN_2353027;ILMN_1731692;ILMN_1656472;ILMN_2353023	
GN000092351	FAM89A	0002340138;ILMN_1652677;ILMN_2285817;ILMN_1710075;ILMN_1712859	
GN000163873	SPECC1	0005360438;ILMN_3255061;ILMN_2415826;ILMN_1783707	
GN000009764	KRAS	0007040129;0006110070;ILMN_1652104;ILMN_1728071	
GN000085279	DEPDC4	0004570347;ILMN_1777333;ILMN_2135527	
GN000199531	PPBPP2	0003440161;ILMN_3297280	
GN000297460	RPL18P13	ILMN_1695598	
GN000162410	ARFGAP2	0005360097;ILMN_1769250	
GN000003016	SHOX	0002320438;0005860471;ILMN_1775093;ILMN_1781679	
GN000157837	LAMA4	0001340079;ILMN_2140059;ILMN_1795442	
GN000302858	MIR604	ILMN_3309744	
GN000085510	FAM81B	0000580524;ILMN_1759679;ILMN_1682483	
GN000162923	YBEY	ILMN_1765328;ILMN_2411127;ILMN_1795836	
GN000078233	NUDT22	ILMN_1743582	
GN000062492	GABRQ	0006520601;ILMN_1853916;ILMN_1793523;ILMN_1906362	
GN000159703	SLC2A8	0003360632;ILMN_1724609	
GN000076362	NAA60	0003060093;ILMN_1813423	
GN000001684	TIMM10B	0005080563;ILMN_1773850	
GN000155611	MIR34A	0105570072;ILMN_3308455	
GN000116478	OR51I2	ILMN_1700540	
GN000000809	POLR2A	0001580041;ILMN_1737704;ILMN_1782385	
GN000000637	IFI27	0000610136;ILMN_2058782;ILMN_1661581	
GN000155612	MIR34B	ILMN_3205133;ILMN_1833415;ILMN_3280792;ILMN_3308921	
GN000002197	MRPS14	0007100438;ILMN_1779423	
GN000001931	LZTFL1	0002850528;ILMN_1815705	
GN000083142	SMCR5	0004760717;ILMN_3240236	
GN000079811	TMEM164	0003170575;ILMN_2208373;ILMN_1789398;ILMN_3241091	
GN000081705	ZNF681	ILMN_2155025	
GN000051984	DENND4B	0001780603;ILMN_3245066	
GN000083261	FAM92A1	0001090520;ILMN_1685856	
GN000051074	TNFAIP2	0000430685;ILMN_1727689;ILMN_1884663;ILMN_1679162	
GN000005824	GSTA4	0000670010;ILMN_1771964	
GN000076218	C22orf29	0002810541;ILMN_1759595	
GN000080490	MUCL1	ILMN_1810978	
GN000088046	C9orf142	0002940390;0003940112;ILMN_1761138	
GN000085928	SNX20	0001770576;0001230338;0002360446;ILMN_1746213;ILMN_1811513;ILMN_1798612	
GN000051857	RIMS2	0104280014;0002510750;ILMN_1905132;ILMN_1665257	
GN000063919	KIAA1549	0002370280;ILMN_1728060	
GN000051406	PPFIA2	ILMN_1803318	
GN000086472	USF3	ILMN_1675445	
GN000001305	GPC6	0004610324;ILMN_1805216;ILMN_1912185	
GN000157637	FANCB	0002940685;ILMN_1726756;ILMN_1698252	
GN000090128	ZNF827	0000630112;ILMN_1727574	
GN000159312	ZBTB1	0000730400;ILMN_1750246	
GN000157533	CRYM	0000670156;ILMN_1779241;ILMN_2241187;ILMN_1690179;ILMN_1712730	
GN000162116	KCNH6	0005420095;0005420600;ILMN_1744823;ILMN_1804152;ILMN_2235785;ILMN_1677815	
GN000002000	LRRC20	0001740288;0004760091;0002060397;ILMN_1690523;ILMN_1734552;ILMN_2408938	
GN000049261	ALOX15B	0006590731;ILMN_2393149;ILMN_1751975;ILMN_2276904	
GN000001470	LIAS	0005900053;0006420068;ILMN_1736077;ILMN_2393341;ILMN_1781504	
GN000160093	WDR55	0003450601;ILMN_1678957	
GN000164453	HIST4H4	0005570184;ILMN_2053992	
GN000160325	LIMS2	0002510519;ILMN_1760493	
GN000003873	PPARG	0002900324;0000940601;ILMN_1687612;ILMN_1679901;ILMN_1800225;ILMN_2364384	
GN000003189	ESR2	0003870452;ILMN_2390457;ILMN_1740045	
GN000006993	BRSK2	0000460148;ILMN_1708496	
GN000228861	C11orf86	0002570750;ILMN_3259509;ILMN_3183048;ILMN_3239232	
GN000297038	ZNF492	0005690152;ILMN_1662659	
GN000129291	GNAT3	0102810253;ILMN_1706176	
GN000161850	NUP43	0005570053;0002690068;ILMN_1661432;ILMN_1762674	
GN000158011	PDK4	0006770347;ILMN_1684982	
GN000001163	SLC16A4	0000940603;ILMN_1804673;ILMN_2102069	
GN000003388	TLR2	0001190438;ILMN_1772387	
GN000158833	HS3ST1	0001170068;ILMN_1796150;ILMN_2228035	
GN000010924	DGKZ	0003610195;0007000670;0100360010;ILMN_1752753;ILMN_1675221;ILMN_1757143	
GN000199032	OR52M1	ILMN_1725686	
GN000162499	SPZ1	0002350176;ILMN_1761016	
GN000052108	ANGPTL7	0001410040;ILMN_1813361	
GN000063910	CALCOCO1	0006100100;ILMN_1774427	
GN000051138	CORO2A	0004060139;0006100603;ILMN_1745703;ILMN_2327974;ILMN_1813746	
GN000091626	SYCP2L	0001940066;ILMN_1779743	
GN000158258	SSB	0006590739;ILMN_1672006	
GN000006589	PIK3C2A	ILMN_2166093;ILMN_3251440	
GN000154497	EDEM2	0003390465;ILMN_1711909	
GN000124344	PIK3R6	0002760072;0101230717;ILMN_1714018;ILMN_3246957	
GN000061293	PACSIN3	0003940133;ILMN_1682957	
GN000158330	TULP3	0006380164;ILMN_1719199	
GN000163272	TSTD2	0000670364;0106550711;ILMN_1684520	
GN000000473	COL6A2	0002760176;0004590372;ILMN_1783909;ILMN_1765017	
GN000163352	OTOA	0005670471;0005270204;0006020647;ILMN_1654980;ILMN_1779890;ILMN_3234879	
GN000004456	RPS6KB2	0001050170;ILMN_2364357	
GN000163886	PODN	0002810014;ILMN_1770800	
GN000898510	CROCC2	0003610110;0104540070;ILMN_1791962	
GN000080915	CLEC4C	ILMN_1665457	
GN000001649	ADGRA2	0006100315;ILMN_1773059	
GN000079680	C2CD2	0004060156;0006100184;0002450725;0006420128;ILMN_1805127;ILMN_2384513;ILMN_1652512;ILMN_1701550	
GN000003341	GCGR	0001660600;ILMN_1725311	
GN000004240	EGR3	0007000167;ILMN_1722781;ILMN_1724280;ILMN_1807638	
GN000079765	MICALL1	0004730059;ILMN_1671242;ILMN_1815130	
GN000052176	SYCP2	0006450408;ILMN_1805626;ILMN_2095704	
GN000164372	GPATCH11	ILMN_1728085	
GN000158411	ZNF229	0003360563;ILMN_1669506	
GN000540812	INS-IGF2	ILMN_2298035;ILMN_2328463	
GN000783188	MIR4517	ILMN_2278518;ILMN_1708510;ILMN_2278512	
GN000000063	ADH1B	0000450168;ILMN_1811598	
GN000076332	C11orf63	0000520288;ILMN_1767103;ILMN_2268593;ILMN_1709050;ILMN_2243516	
GN000301508	MIR10B	ILMN_3309484	
GN000085863	FBXO39	0000780494;ILMN_1814890	
GN000116488	OR4N2	0004850528;ILMN_1706649	
GN000162497	C22orf23	0005080309;ILMN_1721338	
GN000160114	PQLC2	ILMN_2251664;ILMN_2330597	
GN000009270	TUBG1	0003120100;ILMN_1663607;ILMN_2367743;ILMN_1695731;ILMN_1731858;ILMN_1728024	
GN000076330	ZNF669	0004230450;ILMN_2093748;ILMN_1770172	
GN000004289	PAX7	0004810037;0106040563;ILMN_1835658;ILMN_1761061	
GN000164730	MRPL52	0002480278;ILMN_1758578;ILMN_2311041;ILMN_1713966	
GN000000842	PSMD2	0000070433;ILMN_1712432	
GN000164253	XRRA1	0006660273;0100130575;ILMN_1789134	
GN000156335	ACKR3	0005360082;ILMN_2371458;ILMN_1798360	
GN000062126	C19orf73	0001410136;ILMN_1721628	
GN000165441	GOLGA6A	0005910091;ILMN_3281128;ILMN_1786290;ILMN_2144791;ILMN_2110057;ILMN_1780143;ILMN_1713936;ILMN_1721442	
GN000000311	CA9	ILMN_1725139	
GN000002456	HBQ1	0002060372;ILMN_1696183	
GN000001482	PRDM4	0004850092;ILMN_1691432	
GN000001183	GCNT3	0001780707;ILMN_1712082	
GN000199351	FABP9	0006510138;ILMN_1669540;ILMN_2159172	
GN000158317	TSNAX	0005130253;ILMN_2211672;ILMN_1713668	
GN000159057	BLCAP	0004150170;ILMN_1871153;ILMN_1675612	
GN000043902	LPCAT4	0005550687;ILMN_1674759	
GN000158915	PRSS16	0006940139;ILMN_1810537;ILMN_1692020	
GN000163139	TMEM183A	0002370546;0104200324;ILMN_3251388;ILMN_1752589	
GN000199134	SUGT1P3	ILMN_1689190	
GN000002158	PITPNM2	0000580050;0106370066;ILMN_1725187	
GN000094467	PFN4	0002810279;ILMN_1792383	
GN000001408	STAMBP	0005290020;ILMN_1665521;ILMN_1739253;ILMN_2391355	
GN000001321	FARP1	0100770026;ILMN_1813982;ILMN_1678353;ILMN_1712040;ILMN_2271584	
GN000071168	UPF3A	0004210026;0004760524;ILMN_1671742;ILMN_1705515	
GN000540609	MIR567	ILMN_3310436	
GN000228954	CLRN2	0107040095;ILMN_3236671;ILMN_1796583;ILMN_1793275	
GN000001995	RNF220	0002370433;0002450494;ILMN_1813410;ILMN_1694504	
GN000003727	KIF3A	0005670463;ILMN_1653385	
GN000064675	GPR88	0002810687;ILMN_1812946	
GN000157553	DAZL	0006980019;ILMN_1691636;ILMN_2195695	
GN000090603	ANKRD33	0004850451;ILMN_1667748	
GN000007681	PLCG2	0000360131;0105910021;ILMN_1815719	
GN000110768	C8orf82	ILMN_1693862	
GN000058802	MORC1	0001500332;ILMN_1808970	
GN000303354	MIR944	ILMN_3308587	
GN000090540	ZNF778	0004050725;0104560504;ILMN_1749606	
GN000550402	ZNF84	ILMN_3223798;ILMN_3300358;ILMN_1677338	
GN000161861	SH3D21	0003940333;ILMN_1789140	
GN000163404	CCNY	0006770113;0001980138;ILMN_2261784;ILMN_1758606;ILMN_1797528;ILMN_1708991	
GN000616486	BSPH1	ILMN_3242325	
GN000001444	MRPS30	0006040193;ILMN_1726743	
GN000160590	RAB22A	0003170348;ILMN_1786976	
GN000161878	ZSCAN31	0002940164;0000460632;ILMN_1655748;ILMN_2377991;ILMN_1679275	
GN000199143	FAM71E2	0003440402;0102810079;ILMN_3186401;ILMN_1719207;ILMN_3232501;ILMN_3209098	
GN000076015	UBL5	ILMN_1678814	
GN000162579	MICALCL	0004810008;ILMN_1743232	
GN000615645	PCDHGA12	0006660452;ILMN_2251963;ILMN_2296644;ILMN_1653040	
GN000049453	ENTPD2	0001170338;ILMN_1651599;ILMN_1749553	
GN000160146	SLC35F6	ILMN_1812688	
GN000079847	KRT71	0001050433;ILMN_1716136	
GN000089029	ADGRE4P	0106380519;0005910504;ILMN_3243190;ILMN_2411998;ILMN_1736036;ILMN_2296860;ILMN_1685010;ILMN_1726991	
GN000157907	MOCS1	0005130504;ILMN_1798624;ILMN_2323801;ILMN_2247988	
GN000010093	MKL1	0007000494;ILMN_1651767	
GN000004720	TP73	0001090026;0100520390;ILMN_1778188	
GN000158615	CLDN2	0001050408;ILMN_1795190	
GN000157770	USP6	0004590184;ILMN_3255996;ILMN_1721727;ILMN_3179620	
GN000009241	PLK4	0001050546;ILMN_1789123	
GN000159467	ZDHHC5	0004780609;ILMN_1679358	
GN000163444	C18orf25	0003440239;ILMN_1682941;ILMN_1801822	
GN000088410	KRT74	0001770605;ILMN_1713272	
GN000616503	SMIM13	0105700358;0005700446;ILMN_1889752;ILMN_1796130	
GN000082752	A2ML1	0003060039;ILMN_1757454;ILMN_2136495	
GN000078114	TMPRSS13	0005420717;ILMN_1671154;ILMN_1726356	
GN000058805	FAM184B	0002320286;ILMN_1760403;ILMN_3240888	
GN000158352	TRPV1	0000520671;0006940050;0002680711;0001690722;ILMN_1813568;ILMN_1654261;ILMN_1651238;ILMN_1724234	
GN000162736	MLC1	0004280372;0006770086;0000360176;ILMN_1653783;ILMN_1690589;ILMN_1751471;ILMN_1747725	
GN000162742	RHBDD3	0004060273;ILMN_1815264	
GN000078163	DDIAS	0005550110;ILMN_1790100	
GN000082688	BORCS7	0002030088;0102810440;ILMN_1772706;ILMN_2151056	
GN001034633	MIR941-4;MIR941-3;MIR941-2;MIR941-5	0100780341;ILMN_3308163	
GN000116713	OR4A47	ILMN_1797169	
GN000009517	F11R	0000770687;ILMN_1801452;ILMN_2406532;ILMN_2342033	
GN000061867	FBLIM1	0005080273;ILMN_1799471;ILMN_1691249;ILMN_2353143;ILMN_1671754	
GN000159378	DAAM2	0006110280;ILMN_1752668	
GN000006591	PDAP1	0002970427;ILMN_1693683	
GN000159330	SETD1B	0001660438;ILMN_1813573	
GN000010327	POLK	0004070167;ILMN_1703474	
GN000156368	ESM1	0002810075;ILMN_2212878	
GN000157645	FGL1	0004760671;0002060050;0005720722;ILMN_2326197;ILMN_1682828;ILMN_1731222;ILMN_2366192	
GN000061852	IL20	0003800136;ILMN_1673410;ILMN_3248857	
GN000301410	MIR33A	ILMN_3308255	
GN000050514	CHMP1A	0004920452;ILMN_1709439	
GN000162554	TMEM87B	0001740133;ILMN_1679693	
GN000043910	CDK11A	ILMN_1655871	
GN000160836	RAB17	0007100184;ILMN_1701913;ILMN_2052373	
GN000156471	SNX13	0002680735;ILMN_1797082	
GN000163266	ABRA	0005670037;ILMN_1766991	
GN000000014	CRP	0002320524;ILMN_1780575	
GN000156398	TRIAP1	0003800348;ILMN_1774083	
GN000051313	SLC14A2	0006400279;ILMN_1766403;ILMN_1664320	
GN000303529	MIR1228	ILMN_3308663	
GN000163815	ZNF366	0002030519;ILMN_1733535	
GN000006881	BOK	0000610390;ILMN_1730032	
GN000153879	IMPDH1	0002190594;0000070161;ILMN_3306977;ILMN_2388363;ILMN_1676515;ILMN_1690343	
GN000003355	IRF5	0001770358;0000580397;ILMN_1670576;ILMN_2312606	
GN000008915	NDC80	0000360609;0102450528;ILMN_1664511	
GN000000499	CTSZ	ILMN_1666269	
GN000094458	SPEM1	ILMN_2056932	
GN000156391	RIN2	0006200341;ILMN_1769546	
GN000157889	MGAT1	0003800731;ILMN_3239087;ILMN_3186439;ILMN_3272689;ILMN_1899760;ILMN_1761912	
GN000159627	MCTS1	0002850398;ILMN_1751816	
GN000071023	RMND5A	0002900068;ILMN_1714093	
GN000158194	SEPW1	0002190292;ILMN_1769226;ILMN_2045994	
GN000129342	SNORD50A	ILMN_3308788	
GN000117383	GPX8	0105900725;ILMN_1767665;ILMN_3242038	
GN000109024	ANKHD1-EIF4EBP3	0006550600;ILMN_1766560	
GN000155602	MIR222	ILMN_3308485	
GN000087785	SLC39A5	ILMN_1794951	
GN000085617	ZSCAN4	0002760458;ILMN_1725718	
GN000613321	FAM90A8P	ILMN_1717884	
GN000169217	NDUFA8	0005890647;ILMN_1759729	
GN000126890	C7orf66	0002350494;0104670014;ILMN_1726640	
GN000052294	PMVK	0001400438;ILMN_1715896	
GN000000250	ADSS	0000460603;ILMN_1778796;ILMN_2092664	
GN000050824	S100A5	0000780102;ILMN_1810857	
GN000079238	BTBD6	ILMN_1744725	
GN000897404	ARHGEF33	ILMN_1868265	
GN000080120	CLNK	ILMN_1663793	
GN000108837	GPR152	0005340484;ILMN_1659982	
GN000164819	WDR27	0002230438;ILMN_1688160	
GN000297261	CIAPIN1P	ILMN_3226579;ILMN_3298304	
GN000007767	MERTK	0005550537;ILMN_1770610;ILMN_2138589	
GN001029984	ANKDD1B	0003800537;ILMN_1857968	
GN000058705	CLDN17	0002690136;ILMN_1815388	
GN000162811	KLHL13	0000070398;ILMN_2140510;ILMN_1719919	
GN000001501	ZNF277	0002260041;ILMN_1681628	
GN000075983	PRRG3	0100610369;0006380066;ILMN_1652938;ILMN_1836531	
GN000157865	TM4SF1	0006020577;ILMN_1770338	
GN000004299	THRA	0006370692;0001570577;ILMN_1661683;ILMN_1718182;ILMN_1654613	
GN000540758	PRAMEF20	0003450037;ILMN_3240607;ILMN_1739685	
GN000157715	GPX5	0003390438;0001230471;ILMN_2385416;ILMN_2385410;ILMN_1776732;ILMN_1775871	
GN000062948	PCDHB9	0002260136;ILMN_2047885;ILMN_1769859	
GN000077799	FAM110A	0000630605;ILMN_1782095;ILMN_1755092;ILMN_2323944;ILMN_2248093	
GN000006965	STRADA	0004050520;ILMN_1781532;ILMN_2315694;ILMN_2348243;ILMN_1699666	
GN000092278	FAM174A	0005690609;ILMN_2127722	
GN000062250	WDR33	0001570142;0101660609;ILMN_1716086;ILMN_2383913;ILMN_1670172;ILMN_1745852;ILMN_1676789;ILMN_2272867	
GN000049968	GPR32	0001780494;ILMN_1651457	
GN000004622	GTF2I	ILMN_1741977;ILMN_1660377;ILMN_1664876;ILMN_1675401;ILMN_1678236;ILMN_1714068;ILMN_2350240	
GN000159678	DPP7	0006350070;ILMN_1811328;ILMN_2252309;ILMN_1769135;ILMN_1756723	
GN000079164	DCLK3	0001450059;ILMN_1762701;ILMN_3246264;ILMN_1656580	
GN000010436	LONP1	0000870538;ILMN_1766125	
GN000199379	LYPLA2P1	ILMN_2128484;ILMN_1654008;ILMN_1804306	
GN000087702	SPAG17	0101850632;ILMN_1693114	
GN000161838	ZNF329	ILMN_1689059	
GN000160284	UBE2J2	0006450551;0006900035;0006900519;ILMN_1758120;ILMN_2387990;ILMN_1693991;ILMN_1772712;ILMN_1671362	
GN000000109	ARHGAP10	0004570364;ILMN_1736112	
GN000000944	TROVE2	0007040132;ILMN_1738909;ILMN_2311518;ILMN_2241775;ILMN_2272074	
GN000003715	FAM3A	0005860487;ILMN_1808356	
GN000089164	FAM151A	0004850017;ILMN_1781817;ILMN_2167252	
GN000158196	SRSF2	0003190358;ILMN_1696407	
GN000163990	CBWD2	0003190301;ILMN_1657312	
GN000063878	SEMA6D	0006040471;0003170647;0000060438;ILMN_1814494;ILMN_1654540;ILMN_1806407;ILMN_1753251;ILMN_2317493	
GN000002022	SLC35E3	0003940487;0103850068;0005890132;ILMN_1749521	
GN000003845	KLF5	0000540273;ILMN_1770293	
GN000160176	CCDC186	0003130010;ILMN_1734010	
GN000050904	SLC5A2	0005080100;ILMN_1666972;ILMN_2070102	
GN000063842	KLHL14	0003830736;ILMN_2168564;ILMN_1748123	
GN000158456	MKKS	0002340176;0105670008;0004610487;0003840440;ILMN_2274180;ILMN_1908458;ILMN_1728276;ILMN_1718718;ILMN_3254984;ILMN_1703916	
GN000000831	PSMA1	0005700487;0005700440;ILMN_1760542;ILMN_1691809	
GN000160857	ELL3	0004920280;ILMN_1771264	
GN000003829	SOX9	0004780369;ILMN_1805466;ILMN_1705803	
GN000049507	CHRNB4	0004540300;0006130397;ILMN_3249574;ILMN_1750089	
GN000064848	NXF3	0002120133;ILMN_1674343	
GN000009046	CENPI	0004010332;ILMN_1658010	
GN000157622	ETFB	0006290008;ILMN_2300970;ILMN_1729374;ILMN_1684758;ILMN_1779500	
GN000070942	PLPPR2	0002850026;ILMN_1667319;ILMN_1832266	
GN000157706	GPR3	0005860685;ILMN_1725271	
GN000004303	RXRB	0001340524;ILMN_1774074	
GN000161851	LRRK1	0001580711;ILMN_1696004;ILMN_1760430;ILMN_1695697;ILMN_1796882;ILMN_1726048;ILMN_1790832	
GN000079854	CGB1	0001770072;ILMN_2044645	
GN000059603	POLR2J	0004210731;ILMN_1657317	
GN000085517	ABCA13	0005360048;ILMN_1704579	
GN000158820	IQSEC1	0000540139;ILMN_1808299	
GN000006410	PSPH	0005420112;ILMN_2147114	
GN000162878	SNX18	0006370195;ILMN_1684530;ILMN_3229340	
GN000162766	BIN3	0000520471;ILMN_1708485	
GN000050998	NSD1	0000050242;0006940138;ILMN_1686136;ILMN_1707175	
GN000302844	MIR590	ILMN_3308345	
GN000082592	GAS2L2	ILMN_2045576	
GN000089307	OR14I1	ILMN_1705745	
GN000156290	ACOT7	0005890075;0006370204;0005890139;0001500433;0001190441;ILMN_1784756;ILMN_1788078;ILMN_1740265;ILMN_2252621;ILMN_1728883;ILMN_2332250;ILMN_1719178	
GN000002206	NECAB1	0006400019;ILMN_1695941;ILMN_2218758	
GN000003703	ACVR1B	0005130010;0004670358;0006180333;ILMN_1766723;ILMN_2243308;ILMN_1764593;ILMN_1763916	
GN000158184	SCNN1D	0002690685;ILMN_1754757	
GN000540751	RPL23AP7	0000510164;0000580484;ILMN_3250772;ILMN_3243807;ILMN_1683308;ILMN_1786606;ILMN_1654823	
GN000087968	PDILT	0006940458;ILMN_1729203	
GN000162113	TUBB1	0005420722;ILMN_1793065;ILMN_1710280	
GN000043689	SMAGP	0005290433;ILMN_1657429;ILMN_2380243;ILMN_1804415;ILMN_2279182	
GN000005325	MAPKAPK3	0006860270;0003710301;ILMN_1732452	
GN000006354	FLI1	0003390400;ILMN_1665738	
GN000050181	KRTAP5-9	0000540041;ILMN_1766565	
